,Sport,Year,Gender,Wordcount,Editcount,Linkcount,Married,Name,Title,URL
0,Archers,2016,f,38,12,7,False,Carolina Aguirre,Carolina Aguirre,https://en.wikipedia.org/wiki/Carolina_Aguirre
1,Archers,2016,m,31,16,7,False,Akmal Nor Hasrin,Akmal Nor Hasrin,https://en.wikipedia.org/wiki/Akmal_Nor_Hasrin
2,Archers,2016,m,85,23,9,False,Miguel Alvariño,Miguel Alvariño,https://en.wikipedia.org/wiki/Miguel_Alvari%C3%B1o
3,Archers,2016,f,98,29,11,False,Yasemin Anagöz,Yasemin Anagöz,https://en.wikipedia.org/wiki/Yasemin_Anag%C3%B6z
4,Archers,2016,f,54,12,11,False,Shehzana Anwar,Shehzana Anwar,https://en.wikipedia.org/wiki/Shehzana_Anwar
5,Archers,2016,m,175,19,9,False,Boris Baláž,Boris Baláž,https://en.wikipedia.org/wiki/Boris_Bal%C3%A1%C5%BE
6,Archers,2016,f,61,33,9,False,Laurence Baldauff,Laurence Baldauff,https://en.wikipedia.org/wiki/Laurence_Baldauff
7,Archers,2016,f,28,11,7,False,Gabriela Bayardo,Gabriela Bayardo,https://en.wikipedia.org/wiki/Gabriela_Bayardo
8,Archers,2016,m,435,36,24,False,Sjef van den Berg,Sjef van den Berg,https://en.wikipedia.org/wiki/Sjef_van_den_Berg
9,Archers,2016,f,38,13,6,False,Christine Bjerendal,Christine Bjerendal,https://en.wikipedia.org/wiki/Christine_Bjerendal
10,Archers,2016,m,153,24,8,False,Ernesto Boardman,Ernesto Boardman,https://en.wikipedia.org/wiki/Ernesto_Boardman
11,Archers,2016,f,78,11,6,False,Lucilla Boari,Lucilla Boari,https://en.wikipedia.org/wiki/Lucilla_Boari
12,Archers,2016,f,117,35,11,False,Leidys Brito,Leidys Brito,https://en.wikipedia.org/wiki/Leidys_Brito
13,Archers,2016,f,272,17,11,False,Mackenzie Brown,Mackenzie Brown,https://en.wikipedia.org/wiki/Mackenzie_Brown
14,Archers,2016,f,99,18,4,False,Yessica Camilo,Yessica Camilo,https://en.wikipedia.org/wiki/Yessica_Camilo
15,Archers,2016,f,31,10,7,False,Marina Canetta,Marina Canetta,https://en.wikipedia.org/wiki/Marina_Canetta
16,Archers,2016,f,55,18,9,False,Cao Hui,Cao Hui,https://en.wikipedia.org/wiki/Cao_Hui
17,Archers,2016,f,212,48,16,False,Chang Hye-jin,Chang Hye-jin,https://en.wikipedia.org/wiki/Chang_Hye-jin
18,Archers,2016,f,93,36,8,False,Choi Mi-sun,Choi Mi-sun,https://en.wikipedia.org/wiki/Choi_Mi-sun
19,Archers,2016,m,130,50,13,False,Marcus Vinicius D'Almeida,Marcus Vinicius D'Almeida,https://en.wikipedia.org/wiki/Marcus_Vinicius_D%27Almeida
20,Archers,2016,m,179,25,10,False,Lucas Daniel,Lucas Daniel,https://en.wikipedia.org/wiki/Lucas_Daniel
21,Archers,2016,m,103,46,4,False,Atanu Das,Atanu Das,https://en.wikipedia.org/wiki/Atanu_Das
22,Archers,2016,f,319,40,18,False,Tuyana Dashidorzhieva,Tuyana Dashidorzhieva,https://en.wikipedia.org/wiki/Tuyana_Dashidorzhieva
23,Archers,2016,m,99,16,5,False,Areneo David,Areneo David,https://en.wikipedia.org/wiki/Areneo_David
24,Archers,2016,m,312,23,19,False,Mitch Dielemans,Mitch Dielemans,https://en.wikipedia.org/wiki/Mitch_Dielemans
25,Archers,2016,m,230,82,13,False,Crispin Duenas,Crispin Duenas,https://en.wikipedia.org/wiki/Crispin_Duenas
26,Archers,2016,m,29,10,7,False,Sultan Duzelbayev,Sultan Duzelbayev,https://en.wikipedia.org/wiki/Sultan_Duzelbayev
27,Archers,2016,m,373,40,32,False,Riau Ega Agatha,Riau Ega Agatha,https://en.wikipedia.org/wiki/Riau_Ega_Agatha
28,Archers,2016,m,121,55,7,False,Rob Elder,Rob Elder,https://en.wikipedia.org/wiki/Rob_Elder
29,Archers,2016,m,370,211,18,True,Brady Ellison,Brady Ellison,https://en.wikipedia.org/wiki/Brady_Ellison
30,Archers,2016,f,252,53,17,False,Kristine Esebua,Kristine Esebua,https://en.wikipedia.org/wiki/Kristine_Esebua
31,Archers,2016,m,313,26,18,False,Antonio Fernández (archer),Antonio Fernández (archer),https://en.wikipedia.org/wiki/Antonio_Fern%C3%A1ndez_(archer)
32,Archers,2016,m,152,33,8,False,Florian Floto,Florian Floto,https://en.wikipedia.org/wiki/Florian_Floto
33,Archers,2016,f,1240,95,84,False,Naomi Folkard,Naomi Folkard,https://en.wikipedia.org/wiki/Naomi_Folkard
34,Archers,2016,m,242,64,11,False,Takaharu Furukawa,Takaharu Furukawa,https://en.wikipedia.org/wiki/Takaharu_Furukawa
35,Archers,2016,m,443,98,28,False,Marco Galiazzo,Marco Galiazzo,https://en.wikipedia.org/wiki/Marco_Galiazzo
36,Archers,2016,m,32,25,7,False,Jantsangiin Gantögs,Jantsangiin Gantögs,https://en.wikipedia.org/wiki/Jantsangiin_Gant%C3%B6gs
37,Archers,2016,m,69,35,8,False,Zach Garrett,Zach Garrett,https://en.wikipedia.org/wiki/Zach_Garrett
38,Archers,2016,m,277,49,25,False,Mete Gazoz,Mete Gazoz,https://en.wikipedia.org/wiki/Mete_Gazoz
39,Archers,2016,m,33,9,6,False,Ali El Ghrari,Ali El Ghrari,https://en.wikipedia.org/wiki/Ali_El_Ghrari
40,Archers,2016,m,317,27,18,False,Gu Xuesong,Gu Xuesong,https://en.wikipedia.org/wiki/Gu_Xuesong
41,Archers,2016,f,183,24,9,False,Yuki Hayashi (archer),Yuki Hayashi (archer),https://en.wikipedia.org/wiki/Yuki_Hayashi_(archer)
42,Archers,2016,f,92,18,10,False,San Yu Htwe,San Yu Htwe,https://en.wikipedia.org/wiki/San_Yu_Htwe
43,Archers,2016,m,522,35,19,False,Patrick Huston,Patrick Huston,https://en.wikipedia.org/wiki/Patrick_Huston
44,Archers,2016,f,482,69,15,False,Alice Ingley,Alice Ingley,https://en.wikipedia.org/wiki/Alice_Ingley
45,Archers,2016,m,129,15,7,False,Arne Jensen (archer),Arne Jensen (archer),https://en.wikipedia.org/wiki/Arne_Jensen_(archer)
46,Archers,2016,m,36,27,4,False,Haziq Kamaruddin,Haziq Kamaruddin,https://en.wikipedia.org/wiki/Haziq_Kamaruddin
47,Archers,2016,m,179,81,15,True,Jake Kaminski,Jake Kaminski,https://en.wikipedia.org/wiki/Jake_Kaminski
48,Archers,2016,f,91,32,10,False,Kang Un-ju,Kang Un-ju,https://en.wikipedia.org/wiki/Kang_Un-ju
49,Archers,2016,m,36,8,8,False,Kao Hao-wen,Kao Hao-wen,https://en.wikipedia.org/wiki/Kao_Hao-wen
50,Archers,2016,f,84,28,12,False,Karma (archer),Karma (archer),https://en.wikipedia.org/wiki/Karma_(archer)
51,Archers,2016,f,21,41,2,False,Kaori Kawanaka,Kaori Kawanaka,https://en.wikipedia.org/wiki/Kaori_Kawanaka
52,Archers,2016,f,344,118,28,False,Ki Bo-bae,Ki Bo-bae,https://en.wikipedia.org/wiki/Ki_Bo-bae
53,Archers,2016,m,270,63,18,False,Kim Woo-jin,Kim Woo-jin,https://en.wikipedia.org/wiki/Kim_Woo-jin
54,Archers,2016,m,62,20,9,False,Philippe Kouassi,Philippe Kouassi,https://en.wikipedia.org/wiki/Philippe_Kouassi
55,Archers,2016,m,206,56,13,False,Ku Bon-chan,Ku Bon-chan,https://en.wikipedia.org/wiki/Ku_Bon-chan
56,Archers,2016,f,1071,318,60,True,Deepika Kumari,Deepika Kumari,https://en.wikipedia.org/wiki/Deepika_Kumari
57,Archers,2016,f,140,17,7,False,Taru Kuoppa,Taru Kuoppa,https://en.wikipedia.org/wiki/Taru_Kuoppa
58,Archers,2016,f,863,148,53,False,Bombayla Devi Laishram,Bombayla Devi Laishram,https://en.wikipedia.org/wiki/Bombayla_Devi_Laishram
59,Archers,2016,f,47,33,8,False,Lei Chien-ying,Lei Chien-ying,https://en.wikipedia.org/wiki/Lei_Chien-ying
60,Archers,2016,m,168,57,13,False,Lee Seung-yun,Lee Seung-yun,https://en.wikipedia.org/wiki/Lee_Seung-yun
61,Archers,2016,f,333,31,18,False,Lin Shih-chia,Lin Shih-chia,https://en.wikipedia.org/wiki/Lin_Shih-chia
62,Archers,2016,f,40,16,6,False,Karina Lipiarska,Karina Lipiarska,https://en.wikipedia.org/wiki/Karina_Lipiarska
63,Archers,2016,f,50,3,5,False,Yuliya Lobzhenidze,Yuliya Lobzhenidze,https://en.wikipedia.org/wiki/Yuliya_Lobzhenidze
64,Archers,2016,f,218,2,11,False,Alexandra Longová,Alexandra Longová,https://en.wikipedia.org/wiki/Alexandra_Longov%C3%A1
65,Archers,2016,f,202,57,24,False,Laxmirani Majhi,Laxmirani Majhi,https://en.wikipedia.org/wiki/Laxmirani_Majhi
66,Archers,2016,m,124,31,14,False,Elías Malavé,Elías Malavé,https://en.wikipedia.org/wiki/El%C3%ADas_Malav%C3%A9
67,Archers,2016,f,33,23,3,False,Claudia Mandia,Claudia Mandia,https://en.wikipedia.org/wiki/Claudia_Mandia
68,Archers,2016,f,27,7,6,False,Reem Mansour,Reem Mansour,https://en.wikipedia.org/wiki/Reem_Mansour
69,Archers,2016,f,293,25,14,False,Veronika Marchenko (archer),Veronika Marchenko (archer),https://en.wikipedia.org/wiki/Veronika_Marchenko_(archer)
70,Archers,2016,f,64,23,8,False,Adriana Martin (archer),Adriana Martin (archer),https://en.wikipedia.org/wiki/Adriana_Martin_(archer)
71,Archers,2016,f,17,1,2,False,Alexandra Mîrca,Alexandra Mîrca,https://en.wikipedia.org/wiki/Alexandra_M%C3%AErca
72,Archers,2016,m,255,42,18,False,Khairul Anuar Mohamad,Khairul Anuar Mohamad,https://en.wikipedia.org/wiki/Khairul_Anuar_Mohamad
73,Archers,2016,m,41,15,7,False,Jit Bahadur Muktan,Jit Bahadur Muktan,https://en.wikipedia.org/wiki/Jit_Bahadur_Muktan
74,Archers,2016,f,206,15,9,False,Saori Nagamine,Saori Nagamine,https://en.wikipedia.org/wiki/Saori_Nagamine
75,Archers,2016,f,166,36,17,False,Khatuna Narimanidze,Khatuna Narimanidze,https://en.wikipedia.org/wiki/Khatuna_Narimanidze
76,Archers,2016,f,540,100,31,False,Zahra Nemati,Zahra Nemati,https://en.wikipedia.org/wiki/Zahra_Nemati
77,Archers,2016,m,33,23,7,False,Ahmed El-Nemr,Ahmed El-Nemr,https://en.wikipedia.org/wiki/Ahmed_El-Nemr
78,Archers,2016,m,454,92,19,False,Mauro Nespoli,Mauro Nespoli,https://en.wikipedia.org/wiki/Mauro_Nespoli
79,Archers,2016,m,37,17,5,False,Bård Nesteng,Bård Nesteng,https://en.wikipedia.org/wiki/B%C3%A5rd_Nesteng
80,Archers,2016,f,239,22,14,False,Sarah Nikitin,Sarah Nikitin,https://en.wikipedia.org/wiki/Sarah_Nikitin
81,Archers,2016,f,57,16,9,False,Laura Nurmsalu,Laura Nurmsalu,https://en.wikipedia.org/wiki/Laura_Nurmsalu
82,Archers,2016,m,49,21,6,False,Bernardo Oliveira,Bernardo Oliveira,https://en.wikipedia.org/wiki/Bernardo_Oliveira
83,Archers,2016,m,297,24,17,False,David Pasqualucci,David Pasqualucci,https://en.wikipedia.org/wiki/David_Pasqualucci
84,Archers,2016,f,308,18,16,False,Anastasia Pavlova,Anastasia Pavlova,https://en.wikipedia.org/wiki/Anastasia_Pavlova
85,Archers,2016,f,96,31,5,False,Ksenia Perova,Ksenia Perova,https://en.wikipedia.org/wiki/Ksenia_Perova
86,Archers,2016,f,374,40,18,False,Georcy-Stéphanie Picard,Georcy-Stéphanie Picard,https://en.wikipedia.org/wiki/Georcy-St%C3%A9phanie_Picard
87,Archers,2016,m,150,16,9,False,Samuli Piippo,Samuli Piippo,https://en.wikipedia.org/wiki/Samuli_Piippo
88,Archers,2016,m,122,27,8,False,Andrés Pila,Andrés Pila,https://en.wikipedia.org/wiki/Andr%C3%A9s_Pila
89,Archers,2016,m,75,19,12,False,Pierre Plihon,Pierre Plihon,https://en.wikipedia.org/wiki/Pierre_Plihon
90,Archers,2016,m,215,6,8,False,Alec Potts,Alec Potts,https://en.wikipedia.org/wiki/Alec_Potts
91,Archers,2016,m,82,35,7,False,Anton Prylepau,Anton Prylepau,https://en.wikipedia.org/wiki/Anton_Prylepau
92,Archers,2016,f,268,52,30,False,Evangelia Psarra,Evangelia Psarra,https://en.wikipedia.org/wiki/Evangelia_Psarra
93,Archers,2016,m,39,21,6,False,Adrián Puentes,Adrián Puentes,https://en.wikipedia.org/wiki/Adri%C3%A1n_Puentes
94,Archers,2016,m,183,26,11,False,Hendra Purnama,Hendra Purnama,https://en.wikipedia.org/wiki/Hendra_Purnama
95,Archers,2016,f,212,22,12,False,Qi Yuhong,Qi Yuhong,https://en.wikipedia.org/wiki/Qi_Yuhong
96,Archers,2016,m,181,21,11,False,Robin Ramaekers,Robin Ramaekers,https://en.wikipedia.org/wiki/Robin_Ramaekers
97,Archers,2016,f,89,24,5,False,Shamoli Ray,Shamoli Ray,https://en.wikipedia.org/wiki/Shamoli_Ray
98,Archers,2016,f,234,46,15,False,Ana Rendón,Ana Rendón,https://en.wikipedia.org/wiki/Ana_Rend%C3%B3n
99,Archers,2016,f,158,47,8,False,Ika Yuliana Rochmawati,Ika Yuliana Rochmawati,https://en.wikipedia.org/wiki/Ika_Yuliana_Rochmawati
100,Archers,2016,m,299,25,19,False,Juan Ignacio Rodríguez,Juan Ignacio Rodríguez,https://en.wikipedia.org/wiki/Juan_Ignacio_Rodr%C3%ADguez
101,Archers,2016,f,206,80,18,False,Aída Román,Aída Román,https://en.wikipedia.org/wiki/A%C3%ADda_Rom%C3%A1n
102,Archers,2016,m,327,101,24,False,Viktor Ruban,Viktor Ruban,https://en.wikipedia.org/wiki/Viktor_Ruban
103,Archers,2016,f,116,16,10,False,Luiza Saidiyeva,Luiza Saidiyeva,https://en.wikipedia.org/wiki/Luiza_Saidiyeva
104,Archers,2016,f,176,42,13,False,Natalia Sánchez (archer),Natalia Sánchez (archer),https://en.wikipedia.org/wiki/Natalia_S%C3%A1nchez_(archer)
105,Archers,2016,f,254,24,12,False,Ane Marcelle dos Santos,Ane Marcelle dos Santos,https://en.wikipedia.org/wiki/Ane_Marcelle_dos_Santos
106,Archers,2016,f,39,18,6,False,Guendalina Sartori,Guendalina Sartori,https://en.wikipedia.org/wiki/Guendalina_Sartori
107,Archers,2016,f,40,17,7,False,Olga Senyuk,Olga Senyuk,https://en.wikipedia.org/wiki/Olga_Senyuk
108,Archers,2016,f,30,26,4,False,Lidiia Sichenikova,Lidiia Sichenikova,https://en.wikipedia.org/wiki/Lidiia_Sichenikova
109,Archers,2016,m,105,18,12,False,Ricardo Soto,Ricardo Soto,https://en.wikipedia.org/wiki/Ricardo_Soto
110,Archers,2016,f,85,58,6,False,Inna Stepanova,Inna Stepanova,https://en.wikipedia.org/wiki/Inna_Stepanova
111,Archers,2016,m,153,21,11,False,Gavin Sutherland (archer),Gavin Sutherland (archer),https://en.wikipedia.org/wiki/Gavin_Sutherland_(archer)
112,Archers,2016,f,80,39,14,False,Tan Ya-ting,Tan Ya-ting,https://en.wikipedia.org/wiki/Tan_Ya-ting
113,Archers,2016,f,27,10,6,False,Lusitania Tatafu,Lusitania Tatafu,https://en.wikipedia.org/wiki/Lusitania_Tatafu
114,Archers,2016,m,31,29,7,False,Witthaya Thamwong,Witthaya Thamwong,https://en.wikipedia.org/wiki/Witthaya_Thamwong
115,Archers,2016,m,462,79,12,False,Ryan Tyack,Ryan Tyack,https://en.wikipedia.org/wiki/Ryan_Tyack
116,Archers,2016,f,124,28,14,False,Lisa Unruh,Lisa Unruh,https://en.wikipedia.org/wiki/Lisa_Unruh
117,Archers,2016,f,171,44,11,False,Alejandra Valencia,Alejandra Valencia,https://en.wikipedia.org/wiki/Alejandra_Valencia
118,Archers,2016,m,103,42,4,False,Jean-Charles Valladont,Jean-Charles Valladont,https://en.wikipedia.org/wiki/Jean-Charles_Valladont
119,Archers,2016,m,262,101,19,False,Rick van der Ven,Rick van der Ven,https://en.wikipedia.org/wiki/Rick_van_der_Ven
120,Archers,2016,m,36,11,9,False,Wang Dapeng,Wang Dapeng,https://en.wikipedia.org/wiki/Wang_Dapeng
121,Archers,2016,m,195,18,11,False,Wei Chun-heng,Wei Chun-heng,https://en.wikipedia.org/wiki/Wei_Chun-heng
122,Archers,2016,m,177,21,10,False,Muhammad Wijaya,Muhammad Wijaya,https://en.wikipedia.org/wiki/Muhammad_Wijaya
123,Archers,2016,m,446,109,10,False,Taylor Worth,Taylor Worth,https://en.wikipedia.org/wiki/Taylor_Worth
124,Archers,2016,f,226,26,12,False,Wu Jiaxin,Wu Jiaxin,https://en.wikipedia.org/wiki/Wu_Jiaxin
125,Archers,2016,m,27,22,6,False,Daniel Xavier,Daniel Xavier,https://en.wikipedia.org/wiki/Daniel_Xavier
126,Archers,2016,m,32,23,4,False,Xing Yu (archer),Xing Yu (archer),https://en.wikipedia.org/wiki/Xing_Yu_(archer)
127,Archers,2016,m,179,22,11,False,Yu Guan-lin,Yu Guan-lin,https://en.wikipedia.org/wiki/Yu_Guan-lin
0,Athletes (track and field),2016,m,26,30,3,False,Antonio Abadía,Antonio Abadía,https://en.wikipedia.org/wiki/Antonio_Abad%C3%ADa
1,Athletes (track and field),2016,m,340,27,21,False,Abubakar Abbas,Abubakar Abbas,https://en.wikipedia.org/wiki/Abubakar_Abbas
2,Athletes (track and field),2016,m,435,22,32,False,El Hassan El-Abbassi,El Hassan El-Abbassi,https://en.wikipedia.org/wiki/El_Hassan_El-Abbassi
3,Athletes (track and field),2016,m,23,5,3,False,Abubaker Haydar Abdalla,Abubaker Haydar Abdalla,https://en.wikipedia.org/wiki/Abubaker_Haydar_Abdalla
4,Athletes (track and field),2016,m,70,95,7,False,Ihab Abdelrahman,Ihab Abdelrahman,https://en.wikipedia.org/wiki/Ihab_Abdelrahman
5,Athletes (track and field),2016,m,68,34,3,False,Bashir Abdi,Bashir Abdi,https://en.wikipedia.org/wiki/Bashir_Abdi
6,Athletes (track and field),2016,f,32,4,4,False,Dalila Abdulkadir,Dalila Abdulkadir,https://en.wikipedia.org/wiki/Dalila_Abdulkadir
7,Athletes (track and field),2016,m,59,43,7,False,Arthur Abele,Arthur Abele,https://en.wikipedia.org/wiki/Arthur_Abele
8,Athletes (track and field),2016,m,39,3,4,False,Benik Abrahamyan,Benik Abrahamyan,https://en.wikipedia.org/wiki/Benik_Abrahamyan
9,Athletes (track and field),2016,f,567,15,36,False,Alena Abramchuk,Alena Abramchuk,https://en.wikipedia.org/wiki/Alena_Abramchuk
10,Athletes (track and field),2016,f,37,4,4,False,Aliyah Abrams,Aliyah Abrams,https://en.wikipedia.org/wiki/Aliyah_Abrams
11,Athletes (track and field),2016,f,40,18,6,False,Erika Abril,Erika Abril,https://en.wikipedia.org/wiki/Erika_Abril
12,Athletes (track and field),2016,m,30,22,4,False,Mohammed Abukhousa,Mohammed Abukhousa,https://en.wikipedia.org/wiki/Mohammed_Abukhousa
13,Athletes (track and field),2016,f,114,16,4,False,Kariman Abuljadayel,Kariman Abuljadayel,https://en.wikipedia.org/wiki/Kariman_Abuljadayel
14,Athletes (track and field),2016,m,386,34,19,False,Raidel Acea,Raidel Acea,https://en.wikipedia.org/wiki/Raidel_Acea
15,Athletes (track and field),2016,f,53,33,10,False,Gemma Acheampong,Gemma Acheampong,https://en.wikipedia.org/wiki/Gemma_Acheampong
16,Athletes (track and field),2016,m,136,58,6,False,Antoine Adams,Antoine Adams,https://en.wikipedia.org/wiki/Antoine_Adams
17,Athletes (track and field),2016,m,62,38,8,False,Liam Adams (runner),Liam Adams (runner),https://en.wikipedia.org/wiki/Liam_Adams_(runner)
18,Athletes (track and field),2016,f,1582,462,104,True,Valerie Adams,Valerie Adams,https://en.wikipedia.org/wiki/Valerie_Adams
19,Athletes (track and field),2016,f,400,43,23,False,Kemi Adekoya,Kemi Adekoya,https://en.wikipedia.org/wiki/Kemi_Adekoya
20,Athletes (track and field),2016,f,62,9,3,False,Nyakisi Adero,Nyakisi Adero,https://en.wikipedia.org/wiki/Nyakisi_Adero
21,Athletes (track and field),2016,m,54,13,5,False,Bradley Adkins,Bradley Adkins,https://en.wikipedia.org/wiki/Bradley_Adkins
22,Athletes (track and field),2016,m,69,11,6,False,Levon Aghasyan,Levon Aghasyan,https://en.wikipedia.org/wiki/Levon_Aghasyan
23,Athletes (track and field),2016,f,523,44,34,False,Alessandra Aguilar,Alessandra Aguilar,https://en.wikipedia.org/wiki/Alessandra_Aguilar
24,Athletes (track and field),2016,f,42,19,4,False,Evelis Aguilar,Evelis Aguilar,https://en.wikipedia.org/wiki/Evelis_Aguilar
25,Athletes (track and field),2016,f,62,19,5,False,Yulenmis Aguilar,Yulenmis Aguilar,https://en.wikipedia.org/wiki/Yulenmis_Aguilar
26,Athletes (track and field),2016,f,104,14,8,False,Kelsie Ahbe,Kelsie Ahbe,https://en.wikipedia.org/wiki/Kelsie_Ahbe
27,Athletes (track and field),2016,m,346,101,20,False,Mohammed Ahmed (runner),Mohammed Ahmed (runner),https://en.wikipedia.org/wiki/Mohammed_Ahmed_(runner)
28,Athletes (track and field),2016,m,24,28,3,False,Masbah Ahmmed,Masbah Ahmmed,https://en.wikipedia.org/wiki/Masbah_Ahmmed
29,Athletes (track and field),2016,f,272,7,17,False,Ahn Seul-ki,Ahn Seul-ki,https://en.wikipedia.org/wiki/Ahn_Seul-ki
30,Athletes (track and field),2016,f,637,102,20,False,Murielle Ahouré,Murielle Ahouré,https://en.wikipedia.org/wiki/Murielle_Ahour%C3%A9
31,Athletes (track and field),2016,f,397,89,6,False,Michelle-Lee Ahye,Michelle-Lee Ahye,https://en.wikipedia.org/wiki/Michelle-Lee_Ahye
32,Athletes (track and field),2016,f,50,40,6,False,Neringa Aidietytė,Neringa Aidietytė,https://en.wikipedia.org/wiki/Neringa_Aidietyt%C4%97
33,Athletes (track and field),2016,m,553,205,36,False,Harry Aikines-Aryeetey,Harry Aikines-Aryeetey,https://en.wikipedia.org/wiki/Harry_Aikines-Aryeetey
34,Athletes (track and field),2016,f,330,81,25,False,Souad Aït Salem,Souad Aït Salem,https://en.wikipedia.org/wiki/Souad_A%C3%AFt_Salem
35,Athletes (track and field),2016,m,168,51,9,False,Mobolade Ajomale,Mobolade Ajomale,https://en.wikipedia.org/wiki/Mobolade_Ajomale
36,Athletes (track and field),2016,f,56,24,6,False,Stella Akakpo,Stella Akakpo,https://en.wikipedia.org/wiki/Stella_Akakpo
37,Athletes (track and field),2016,f,86,11,13,False,Meryem Akda,Meryem Akda,https://en.wikipedia.org/wiki/Meryem_Akda
38,Athletes (track and field),2016,m,139,43,16,False,Tarık Langat Akdağ,Tarık Langat Akdağ,https://en.wikipedia.org/wiki/Tar%C4%B1k_Langat_Akda%C4%9F
39,Athletes (track and field),2016,f,283,66,29,False,Morolake Akinosun,Morolake Akinosun,https://en.wikipedia.org/wiki/Morolake_Akinosun
40,Athletes (track and field),2016,f,51,32,4,False,Malika Akkaoui,Malika Akkaoui,https://en.wikipedia.org/wiki/Malika_Akkaoui
41,Athletes (track and field),2016,m,88,85,14,False,Halil Akkaş,Halil Akkaş,https://en.wikipedia.org/wiki/Halil_Akka%C5%9F
42,Athletes (track and field),2016,f,27,9,3,False,Shirin Akter,Shirin Akter,https://en.wikipedia.org/wiki/Shirin_Akter
43,Athletes (track and field),2016,f,58,8,3,False,Mazoon Al-Alawi,Mazoon Al-Alawi,https://en.wikipedia.org/wiki/Mazoon_Al-Alawi
44,Athletes (track and field),2016,f,37,15,4,False,Aurelie Alcindor,Aurelie Alcindor,https://en.wikipedia.org/wiki/Aurelie_Alcindor
45,Athletes (track and field),2016,m,52,55,7,False,Eric Alejandro,Eric Alejandro,https://en.wikipedia.org/wiki/Eric_Alejandro
46,Athletes (track and field),2016,f,82,37,9,False,Habitam Alemu,Habitam Alemu,https://en.wikipedia.org/wiki/Habitam_Alemu
47,Athletes (track and field),2016,f,159,55,11,False,Kineke Alexander,Kineke Alexander,https://en.wikipedia.org/wiki/Kineke_Alexander
48,Athletes (track and field),2016,f,45,20,5,False,Haido Alexouli,Haido Alexouli,https://en.wikipedia.org/wiki/Haido_Alexouli
49,Athletes (track and field),2016,f,297,9,13,False,Bibiro Ali Taher,Bibiro Ali Taher,https://en.wikipedia.org/wiki/Bibiro_Ali_Taher
50,Athletes (track and field),2016,m,76,67,10,False,Ahmed Ali (sprinter),Ahmed Ali (sprinter),https://en.wikipedia.org/wiki/Ahmed_Ali_(sprinter)
51,Athletes (track and field),2016,m,26,11,3,False,Mehboob Ali (athlete),Mehboob Ali (athlete),https://en.wikipedia.org/wiki/Mehboob_Ali_(athlete)
52,Athletes (track and field),2016,f,394,80,26,False,Nia Ali,Nia Ali,https://en.wikipedia.org/wiki/Nia_Ali
53,Athletes (track and field),2016,m,99,114,10,False,Hamza Alić,Hamza Alić,https://en.wikipedia.org/wiki/Hamza_Ali%C4%87
54,Athletes (track and field),2016,f,43,3,4,False,Beatrice Kamuchanga Alice,Beatrice Kamuchanga Alice,https://en.wikipedia.org/wiki/Beatrice_Kamuchanga_Alice
55,Athletes (track and field),2016,m,70,33,4,False,Antonio Alkana,Antonio Alkana,https://en.wikipedia.org/wiki/Antonio_Alkana
56,Athletes (track and field),2016,f,23,11,3,False,Hajar Alkhaldi,Hajar Alkhaldi,https://en.wikipedia.org/wiki/Hajar_Alkhaldi
57,Athletes (track and field),2016,m,125,102,8,False,Devon Allen,Devon Allen,https://en.wikipedia.org/wiki/Devon_Allen
58,Athletes (track and field),2016,m,107,51,10,False,Nathon Allen,Nathon Allen,https://en.wikipedia.org/wiki/Nathon_Allen
59,Athletes (track and field),2016,f,236,38,21,False,Rose Mary Almanza,Rose Mary Almanza,https://en.wikipedia.org/wiki/Rose_Mary_Almanza
60,Athletes (track and field),2016,f,480,238,25,False,Almaz Ayana,Almaz Ayana,https://en.wikipedia.org/wiki/Almaz_Ayana
61,Athletes (track and field),2016,m,39,10,7,False,Andreas Almgren,Andreas Almgren,https://en.wikipedia.org/wiki/Andreas_Almgren
62,Athletes (track and field),2016,m,31,12,2,False,Alberto Álvarez,Alberto Álvarez,https://en.wikipedia.org/wiki/Alberto_%C3%81lvarez
63,Athletes (track and field),2016,m,133,18,4,False,Higor Alves,Higor Alves,https://en.wikipedia.org/wiki/Higor_Alves
64,Athletes (track and field),2016,m,211,96,18,False,Mohammed Aman,Mohammed Aman,https://en.wikipedia.org/wiki/Mohammed_Aman
65,Athletes (track and field),2016,m,105,27,14,False,Alex Amankwah,Alex Amankwah,https://en.wikipedia.org/wiki/Alex_Amankwah
66,Athletes (track and field),2016,m,82,28,7,False,Hailemariyam Amare,Hailemariyam Amare,https://en.wikipedia.org/wiki/Hailemariyam_Amare
67,Athletes (track and field),2016,f,107,51,8,False,Doreen Amata,Doreen Amata,https://en.wikipedia.org/wiki/Doreen_Amata
68,Athletes (track and field),2016,m,46,39,6,False,Kim Amb,Kim Amb,https://en.wikipedia.org/wiki/Kim_Amb
69,Athletes (track and field),2016,f,27,93,4,False,Christine Amertil,Christine Amertil,https://en.wikipedia.org/wiki/Christine_Amertil
70,Athletes (track and field),2016,m,369,171,26,False,Nijel Amos,Nijel Amos,https://en.wikipedia.org/wiki/Nijel_Amos
71,Athletes (track and field),2016,m,323,35,12,False,John Ampomah,John Ampomah,https://en.wikipedia.org/wiki/John_Ampomah
72,Athletes (track and field),2016,f,101,29,6,False,Janet Amponsah,Janet Amponsah,https://en.wikipedia.org/wiki/Janet_Amponsah
