,Sport,Year,Gender,Wordcount,Editcount,Linkcount,Married,Name,Title,URL
7,Boxers,2016,m,30,42,4,False,Mohammed Rabii,Mohammed Rabii,https://en.wikipedia.org/wiki/Mohammed_Rabii
8,Boxers,2016,m,281,88,18,True,Robeisy Ramírez,Robeisy Ramírez,https://en.wikipedia.org/wiki/Robeisy_Ram%C3%ADrez
9,Boxers,2016,m,22,11,3,False,Albert Ramírez,Albert Ramírez,https://en.wikipedia.org/wiki/Albert_Ram%C3%ADrez
10,Boxers,2016,m,268,78,28,False,Elshod Rasulov,Elshod Rasulov,https://en.wikipedia.org/wiki/Elshod_Rasulov
11,Boxers,2016,m,82,10,8,False,Rayton Okwiri,Rayton Okwiri,https://en.wikipedia.org/wiki/Rayton_Okwiri
12,Boxers,2016,f,161,66,14,False,Ren Cancan,Ren Cancan,https://en.wikipedia.org/wiki/Ren_Cancan
13,Boxers,2016,m,136,48,15,False,Misael Rodríguez,Misael Rodríguez,https://en.wikipedia.org/wiki/Misael_Rodr%C3%ADguez
14,Boxers,2016,m,22,5,3,False,Victor Rodríguez (boxer),Victor Rodríguez (boxer),https://en.wikipedia.org/wiki/Victor_Rodr%C3%ADguez_(boxer)
15,Boxers,2016,m,35,2,5,False,Juan Pablo Romero,Juan Pablo Romero,https://en.wikipedia.org/wiki/Juan_Pablo_Romero
16,Boxers,2016,m,164,44,13,False,Ehsan Rouzbahani,Ehsan Rouzbahani,https://en.wikipedia.org/wiki/Ehsan_Rouzbahani
17,Boxers,2016,m,708,146,27,False,Amnat Ruenroeng,Amnat Ruenroeng,https://en.wikipedia.org/wiki/Amnat_Ruenroeng
18,Boxers,2016,m,85,32,5,False,Gary Antuanne Russell,Gary Antuanne Russell,https://en.wikipedia.org/wiki/Gary_Antuanne_Russell
19,Boxers,2016,m,315,130,18,True,Clemente Russo,Clemente Russo,https://en.wikipedia.org/wiki/Clemente_Russo
20,Boxers,2016,m,115,11,7,False,Hassan Saada,Hassan Saada,https://en.wikipedia.org/wiki/Hassan_Saada
21,Boxers,2016,m,36,16,5,False,Abdelrahman Oraby,Abdelrahman Oraby,https://en.wikipedia.org/wiki/Abdelrahman_Oraby
22,Boxers,2016,m,38,5,5,False,Leonel de los Santos,Leonel de los Santos,https://en.wikipedia.org/wiki/Leonel_de_los_Santos
23,Boxers,2016,m,22,5,3,False,Olzhas Sattibayev,Olzhas Sattibayev,https://en.wikipedia.org/wiki/Olzhas_Sattibayev
24,Boxers,2016,m,192,58,15,False,Erislandy Savón,Erislandy Savón,https://en.wikipedia.org/wiki/Erislandy_Sav%C3%B3n
25,Boxers,2016,m,157,92,17,False,Albert Selimov,Albert Selimov,https://en.wikipedia.org/wiki/Albert_Selimov
26,Boxers,2016,m,174,25,11,False,Hrvoje Sep,Hrvoje Sep,https://en.wikipedia.org/wiki/Hrvoje_Sep
27,Boxers,2016,m,115,28,9,False,Ronald Serugo,Ronald Serugo,https://en.wikipedia.org/wiki/Ronald_Serugo
28,Boxers,2016,m,26,29,4,False,Kamran Shakhsuvarly,Kamran Shakhsuvarly,https://en.wikipedia.org/wiki/Kamran_Shakhsuvarly
29,Boxers,2016,f,74,10,3,False,Dariga Shakimova,Dariga Shakimova,https://en.wikipedia.org/wiki/Dariga_Shakimova
30,Boxers,2016,m,178,13,13,False,Shan Jun,Shan Jun,https://en.wikipedia.org/wiki/Shan_Jun
31,Boxers,2016,f,51,18,6,False,Zhaina Shekerbekova,Zhaina Shekerbekova,https://en.wikipedia.org/wiki/Zhaina_Shekerbekova
32,Boxers,2016,f,1101,315,36,False,Claressa Shields,Claressa Shields,https://en.wikipedia.org/wiki/Claressa_Shields
33,Boxers,2016,m,108,48,20,False,Önder Şipal,Önder Şipal,https://en.wikipedia.org/wiki/%C3%96nder_%C5%9Eipal
34,Boxers,2016,m,217,39,21,False,Onur Şipal,Onur Şipal,https://en.wikipedia.org/wiki/Onur_%C5%9Eipal
35,Boxers,2016,m,35,11,5,False,Youba Sissokho,Youba Sissokho,https://en.wikipedia.org/wiki/Youba_Sissokho
36,Boxers,2016,m,48,18,6,False,Mahaman Smaila,Mahaman Smaila,https://en.wikipedia.org/wiki/Mahaman_Smaila
37,Boxers,2016,m,36,3,5,False,Denys Solonenko,Denys Solonenko,https://en.wikipedia.org/wiki/Denys_Solonenko
38,Boxers,2016,m,55,26,3,False,Lorenzo Sotomayor,Lorenzo Sotomayor,https://en.wikipedia.org/wiki/Lorenzo_Sotomayor
39,Boxers,2016,m,432,29,35,False,Kennedy St-Pierre,Kennedy St-Pierre,https://en.wikipedia.org/wiki/Kennedy_St-Pierre
40,Boxers,2016,m,23,11,2,False,Eimantas Stanionis,Eimantas Stanionis,https://en.wikipedia.org/wiki/Eimantas_Stanionis
41,Boxers,2016,m,588,159,28,False,Shakur Stevenson,Shakur Stevenson,https://en.wikipedia.org/wiki/Shakur_Stevenson
42,Boxers,2016,m,22,45,3,False,Charly Suarez,Charly Suarez,https://en.wikipedia.org/wiki/Charly_Suarez
43,Boxers,2016,m,28,17,2,False,Marlo Delgado,Marlo Delgado,https://en.wikipedia.org/wiki/Marlo_Delgado
44,Boxers,2016,m,55,19,5,False,Inkululeko Suntele,Inkululeko Suntele,https://en.wikipedia.org/wiki/Inkululeko_Suntele
45,Boxers,2016,m,212,69,3,False,Hurshid Tojibaev,Hurshid Tojibaev,https://en.wikipedia.org/wiki/Hurshid_Tojibaev
46,Boxers,2016,f,1987,500,113,False,Katie Taylor,Katie Taylor,https://en.wikipedia.org/wiki/Katie_Taylor
47,Boxers,2016,m,31,8,1,False,Joedison Teixeira,Joedison Teixeira,https://en.wikipedia.org/wiki/Joedison_Teixeira
48,Boxers,2016,f,22,11,3,False,Irma Testa,Irma Testa,https://en.wikipedia.org/wiki/Irma_Testa
49,Boxers,2016,m,936,182,55,False,Shiva Thapa,Shiva Thapa,https://en.wikipedia.org/wiki/Shiva_Thapa
50,Boxers,2016,m,27,12,4,False,Thulasi Tharumalingam,Thulasi Tharumalingam,https://en.wikipedia.org/wiki/Thulasi_Tharumalingam
51,Boxers,2016,m,372,62,23,False,Evgeny Tishchenko,Evgeny Tishchenko,https://en.wikipedia.org/wiki/Evgeny_Tishchenko
52,Boxers,2016,m,264,70,15,False,Yasniel Toledo,Yasniel Toledo,https://en.wikipedia.org/wiki/Yasniel_Toledo
53,Boxers,2016,m,22,12,3,False,Carmine Tommasone,Carmine Tommasone,https://en.wikipedia.org/wiki/Carmine_Tommasone
54,Boxers,2016,m,22,7,3,False,Hamza Touba,Hamza Touba,https://en.wikipedia.org/wiki/Hamza_Touba
55,Boxers,2016,m,38,16,4,False,Erdenebatyn Tsendbaatar,Erdenebatyn Tsendbaatar,https://en.wikipedia.org/wiki/Erdenebatyn_Tsendbaatar
56,Boxers,2016,m,28,14,0,False,Rustam Tulaganov,Rustam Tulaganov,https://en.wikipedia.org/wiki/Rustam_Tulaganov
57,Boxers,2016,m,129,49,15,False,Byambyn Tüvshinbat,Byambyn Tüvshinbat,https://en.wikipedia.org/wiki/Byambyn_T%C3%BCvshinbat
58,Boxers,2016,m,105,7,14,False,Mehmet Nadir Ünal,Mehmet Nadir Ünal,https://en.wikipedia.org/wiki/Mehmet_Nadir_%C3%9Cnal
59,Boxers,2016,f,43,18,3,False,Ingrit Valencia,Ingrit Valencia,https://en.wikipedia.org/wiki/Ingrit_Valencia
60,Boxers,2016,m,68,48,9,False,Antonio Vargas (boxer),Antonio Vargas (boxer),https://en.wikipedia.org/wiki/Antonio_Vargas_(boxer)
61,Boxers,2016,m,100,43,11,False,Yosvany Veitía,Yosvany Veitía,https://en.wikipedia.org/wiki/Yosvany_Veit%C3%ADa
62,Boxers,2016,m,397,25,12,False,Joselito Velázquez,Joselito Velázquez,https://en.wikipedia.org/wiki/Joselito_Vel%C3%A1zquez
63,Boxers,2016,m,23,10,3,False,Guido Vianello,Guido Vianello,https://en.wikipedia.org/wiki/Guido_Vianello
64,Boxers,2016,m,37,14,4,False,Jorge Vivas,Jorge Vivas,https://en.wikipedia.org/wiki/Jorge_Vivas
65,Boxers,2016,m,91,11,8,False,Lionel Warawara,Lionel Warawara,https://en.wikipedia.org/wiki/Lionel_Warawara
66,Boxers,2016,m,696,79,44,False,Joe Ward (boxer),Joe Ward (boxer),https://en.wikipedia.org/wiki/Joe_Ward_(boxer)
67,Boxers,2016,m,23,3,3,False,Peter Mungai Warui,Peter Mungai Warui,https://en.wikipedia.org/wiki/Peter_Mungai_Warui
68,Boxers,2016,f,107,22,7,False,Shelley Watts,Shelley Watts,https://en.wikipedia.org/wiki/Shelley_Watts
69,Boxers,2016,m,38,19,5,False,Jason Whateley,Jason Whateley,https://en.wikipedia.org/wiki/Jason_Whateley
70,Boxers,2016,m,846,131,68,False,Vikas Krishan Yadav,Vikas Krishan Yadav,https://en.wikipedia.org/wiki/Vikas_Krishan_Yadav
71,Boxers,2016,m,106,116,15,False,Galal Yafai,Galal Yafai,https://en.wikipedia.org/wiki/Galal_Yafai
72,Boxers,2016,f,31,7,4,False,Yaroslava Yakushina,Yaroslava Yakushina,https://en.wikipedia.org/wiki/Yaroslava_Yakushina
73,Boxers,2016,m,461,123,13,False,Daniyar Yeleussinov,Daniyar Yeleussinov,https://en.wikipedia.org/wiki/Daniyar_Yeleussinov
74,Boxers,2016,m,242,43,38,False,Kairat Yeraliyev,Kairat Yeraliyev,https://en.wikipedia.org/wiki/Kairat_Yeraliyev
75,Boxers,2016,f,42,17,6,False,Yin Junhua,Yin Junhua,https://en.wikipedia.org/wiki/Yin_Junhua
76,Boxers,2016,m,308,155,29,False,Tony Yoka,Tony Yoka,https://en.wikipedia.org/wiki/Tony_Yoka
77,Boxers,2016,m,22,6,3,False,Yu Fengkai,Yu Fengkai,https://en.wikipedia.org/wiki/Yu_Fengkai
78,Boxers,2016,m,241,49,25,False,Anvar Yunusov,Anvar Yunusov,https://en.wikipedia.org/wiki/Anvar_Yunusov
79,Boxers,2016,m,110,37,13,False,Andrey Zamkovoy,Andrey Zamkovoy,https://en.wikipedia.org/wiki/Andrey_Zamkovoy
80,Boxers,2016,m,112,58,15,False,Birzhan Zhakypov,Birzhan Zhakypov,https://en.wikipedia.org/wiki/Birzhan_Zhakypov
81,Boxers,2016,m,31,18,2,False,Zhang Jiawei,Zhang Jiawei,https://en.wikipedia.org/wiki/Zhang_Jiawei
82,Boxers,2016,m,22,5,3,False,Zhao Minggang,Zhao Minggang,https://en.wikipedia.org/wiki/Zhao_Minggang
83,Boxers,2016,m,112,33,15,False,Ablaikhan Zhussupov,Ablaikhan Zhussupov,https://en.wikipedia.org/wiki/Ablaikhan_Zhussupov
84,Boxers,2016,m,33,24,5,False,Shakhobidin Zoirov,Shakhobidin Zoirov,https://en.wikipedia.org/wiki/Shakhobidin_Zoirov
0,Canoeists,2016,m,106,57,14,False,Hannes Aigner,Hannes Aigner,https://en.wikipedia.org/wiki/Hannes_Aigner
1,Canoeists,2016,f,21,4,1,False,Svitlana Akhadova,Svitlana Akhadova,https://en.wikipedia.org/wiki/Svitlana_Akhadova
2,Canoeists,2016,m,61,19,9,False,Jonathan Akinyemi,Jonathan Akinyemi,https://en.wikipedia.org/wiki/Jonathan_Akinyemi
3,Canoeists,2016,m,187,27,19,False,Yevgeniy Alexeyev (canoeist),Yevgeniy Alexeyev (canoeist),https://en.wikipedia.org/wiki/Yevgeniy_Alexeyev_(canoeist)
4,Canoeists,2016,m,24,6,3,False,Pavlo Altukhov,Pavlo Altukhov,https://en.wikipedia.org/wiki/Pavlo_Altukhov
5,Canoeists,2016,f,45,7,4,False,Sabrina Ameghino,Sabrina Ameghino,https://en.wikipedia.org/wiki/Sabrina_Ameghino
6,Canoeists,2016,f,45,7,5,False,Zoya Ananchenko,Zoya Ananchenko,https://en.wikipedia.org/wiki/Zoya_Ananchenko
7,Canoeists,2016,f,24,4,3,False,Elena Aniushina,Elena Aniushina,https://en.wikipedia.org/wiki/Elena_Aniushina
8,Canoeists,2016,m,53,11,2,False,Roman Anoshkin,Roman Anoshkin,https://en.wikipedia.org/wiki/Roman_Anoshkin
9,Canoeists,2016,m,155,54,12,True,Franz Anton,Franz Anton,https://en.wikipedia.org/wiki/Franz_Anton
10,Canoeists,2016,m,24,14,3,False,Adrien Bart,Adrien Bart,https://en.wikipedia.org/wiki/Adrien_Bart
11,Canoeists,2016,m,87,36,3,False,Maxime Beaumont,Maxime Beaumont,https://en.wikipedia.org/wiki/Maxime_Beaumont
12,Canoeists,2016,f,39,30,3,False,Lani Belcher,Lani Belcher,https://en.wikipedia.org/wiki/Lani_Belcher
13,Canoeists,2016,f,44,14,4,False,Afef Ben Ismail,Afef Ben Ismail,https://en.wikipedia.org/wiki/Afef_Ben_Ismail
14,Canoeists,2016,m,25,25,3,False,Alfonso Benavides,Alfonso Benavides,https://en.wikipedia.org/wiki/Alfonso_Benavides
15,Canoeists,2016,f,134,79,7,True,Dalma Ružičić-Benedek,Dalma Ružičić-Benedek,https://en.wikipedia.org/wiki/Dalma_Ru%C5%BEi%C4%8Di%C4%87-Benedek
16,Canoeists,2016,m,878,90,61,True,Matej Beňuš,Matej Beňuš,https://en.wikipedia.org/wiki/Matej_Be%C5%88u%C5%A1
17,Canoeists,2016,m,215,63,22,True,Jan Benzien,Jan Benzien,https://en.wikipedia.org/wiki/Jan_Benzien
18,Canoeists,2016,m,206,20,12,False,Stephen Bird,Stephen Bird,https://en.wikipedia.org/wiki/Stephen_Bird
19,Canoeists,2016,m,35,15,4,False,Felipe Borges (canoeist),Felipe Borges (canoeist),https://en.wikipedia.org/wiki/Felipe_Borges_(canoeist)
20,Canoeists,2016,m,58,12,7,False,Ian Borrows,Ian Borrows,https://en.wikipedia.org/wiki/Ian_Borrows
21,Canoeists,2016,m,47,12,4,False,Jean-Pierre Bourhis,Jean-Pierre Bourhis,https://en.wikipedia.org/wiki/Jean-Pierre_Bourhis
22,Canoeists,2016,m,24,9,3,False,Daniel Bowker,Daniel Bowker,https://en.wikipedia.org/wiki/Daniel_Bowker
23,Canoeists,2016,m,120,49,14,False,Luka Božič,Luka Božič,https://en.wikipedia.org/wiki/Luka_Bo%C5%BEi%C4%8D
24,Canoeists,2016,m,149,115,15,False,Sebastian Brendel,Sebastian Brendel,https://en.wikipedia.org/wiki/Sebastian_Brendel
25,Canoeists,2016,f,24,7,3,False,Alyssa Bull,Alyssa Bull,https://en.wikipedia.org/wiki/Alyssa_Bull
26,Canoeists,2016,f,177,28,6,False,Alyce Burnett,Alyce Burnett,https://en.wikipedia.org/wiki/Alyce_Burnett
27,Canoeists,2016,m,57,9,3,False,Juan Ignacio Cáceres,Juan Ignacio Cáceres,https://en.wikipedia.org/wiki/Juan_Ignacio_C%C3%A1ceres
28,Canoeists,2016,f,80,13,7,False,Anne Cairns,Anne Cairns,https://en.wikipedia.org/wiki/Anne_Cairns
29,Canoeists,2016,m,81,33,11,False,Cyrille Carré,Cyrille Carré,https://en.wikipedia.org/wiki/Cyrille_Carr%C3%A9
30,Canoeists,2016,m,28,3,3,False,Óscar Carrera,Óscar Carrera,https://en.wikipedia.org/wiki/%C3%93scar_Carrera
31,Canoeists,2016,m,36,11,3,False,Gonzalo Carreras,Gonzalo Carreras,https://en.wikipedia.org/wiki/Gonzalo_Carreras
32,Canoeists,2016,f,512,191,40,False,Lisa Carrington,Lisa Carrington,https://en.wikipedia.org/wiki/Lisa_Carrington
33,Canoeists,2016,m,31,14,4,False,José Carvalho (canoeist),José Carvalho (canoeist),https://en.wikipedia.org/wiki/Jos%C3%A9_Carvalho_(canoeist)
34,Canoeists,2016,f,183,64,10,False,Rachel Cawthorn,Rachel Cawthorn,https://en.wikipedia.org/wiki/Rachel_Cawthorn
35,Canoeists,2016,m,31,9,3,False,Benjámin Ceiner,Benjámin Ceiner,https://en.wikipedia.org/wiki/Benj%C3%A1min_Ceiner
36,Canoeists,2016,m,160,28,6,True,César de Cesare,César de Cesare,https://en.wikipedia.org/wiki/C%C3%A9sar_de_Cesare
37,Canoeists,2016,m,173,10,5,False,Mussa Chamaune,Mussa Chamaune,https://en.wikipedia.org/wiki/Mussa_Chamaune
38,Canoeists,2016,m,402,120,30,False,Yuriy Cheban,Yuriy Cheban,https://en.wikipedia.org/wiki/Yuriy_Cheban
39,Canoeists,2016,m,28,17,3,False,Cho Gwang-hee,Cho Gwang-hee,https://en.wikipedia.org/wiki/Cho_Gwang-hee
40,Canoeists,2016,m,35,7,5,False,Choi Min-kyu,Choi Min-kyu,https://en.wikipedia.org/wiki/Choi_Min-kyu
41,Canoeists,2016,f,143,67,17,False,Maialen Chourraut,Maialen Chourraut,https://en.wikipedia.org/wiki/Maialen_Chourraut
42,Canoeists,2016,m,440,113,19,False,Joe Clarke (canoeist),Joe Clarke (canoeist),https://en.wikipedia.org/wiki/Joe_Clarke_(canoeist)
43,Canoeists,2016,m,56,40,7,False,Jacob Clear,Jacob Clear,https://en.wikipedia.org/wiki/Jacob_Clear
44,Canoeists,2016,m,62,23,4,False,Ryan Cochrane (canoeist),Ryan Cochrane (canoeist),https://en.wikipedia.org/wiki/Ryan_Cochrane_(canoeist)
45,Canoeists,2016,m,110,29,10,True,Sébastien Combot,Sébastien Combot,https://en.wikipedia.org/wiki/S%C3%A9bastien_Combot
46,Canoeists,2016,m,58,5,5,False,Buly Da Conceição Triste,Buly Da Conceição Triste,https://en.wikipedia.org/wiki/Buly_Da_Concei%C3%A7%C3%A3o_Triste
47,Canoeists,2016,m,50,12,5,False,Charles Corrêa,Charles Corrêa,https://en.wikipedia.org/wiki/Charles_Corr%C3%AAa
48,Canoeists,2016,m,217,100,21,True,Saúl Craviotto,Saúl Craviotto,https://en.wikipedia.org/wiki/Sa%C3%BAl_Craviotto
49,Canoeists,2016,m,24,3,3,False,Mauro Crenna,Mauro Crenna,https://en.wikipedia.org/wiki/Mauro_Crenna
50,Canoeists,2016,f,59,41,4,False,Tamara Csipes,Tamara Csipes,https://en.wikipedia.org/wiki/Tamara_Csipes
51,Canoeists,2016,m,45,8,3,False,Daniel Dal Bo,Daniel Dal Bo,https://en.wikipedia.org/wiki/Daniel_Dal_Bo
52,Canoeists,2016,m,110,33,10,False,Michael Dawson (canoeist),Michael Dawson (canoeist),https://en.wikipedia.org/wiki/Michael_Dawson_(canoeist)
53,Canoeists,2016,m,129,30,12,False,Giovanni De Gennaro (canoeist),Giovanni De Gennaro (canoeist),https://en.wikipedia.org/wiki/Giovanni_De_Gennaro_(canoeist)
54,Canoeists,2016,m,75,12,8,False,Lucien Delfour,Lucien Delfour,https://en.wikipedia.org/wiki/Lucien_Delfour
55,Canoeists,2016,m,296,70,17,False,Valentin Demyanenko,Valentin Demyanenko,https://en.wikipedia.org/wiki/Valentin_Demyanenko
56,Canoeists,2016,m,138,26,11,True,Alexey Dergunov,Alexey Dergunov,https://en.wikipedia.org/wiki/Alexey_Dergunov
57,Canoeists,2016,f,150,77,15,False,Tina Dietze,Tina Dietze,https://en.wikipedia.org/wiki/Tina_Dietze
58,Canoeists,2016,m,83,53,7,False,Josef Dostál (canoeist),Josef Dostál (canoeist),https://en.wikipedia.org/wiki/Josef_Dost%C3%A1l_(canoeist)
59,Canoeists,2016,m,36,11,6,False,Giulio Dressino,Giulio Dressino,https://en.wikipedia.org/wiki/Giulio_Dressino
60,Canoeists,2016,f,170,70,23,False,Jana Dukátová,Jana Dukátová,https://en.wikipedia.org/wiki/Jana_Duk%C3%A1tov%C3%A1
61,Canoeists,2016,f,334,235,28,False,Natasa Dusev-Janics,Natasa Dusev-Janics,https://en.wikipedia.org/wiki/Natasa_Dusev-Janics
62,Canoeists,2016,m,65,26,8,False,Filip Dvořák,Filip Dvořák,https://en.wikipedia.org/wiki/Filip_Dvo%C5%99%C3%A1k
63,Canoeists,2016,f,76,38,11,False,Edyta Dzieniszewska,Edyta Dzieniszewska,https://en.wikipedia.org/wiki/Edyta_Dzieniszewska
64,Canoeists,2016,m,248,38,16,False,Casey Eichfeld,Casey Eichfeld,https://en.wikipedia.org/wiki/Casey_Eichfeld
65,Canoeists,2016,m,83,15,8,False,Pavel Eigel,Pavel Eigel,https://en.wikipedia.org/wiki/Pavel_Eigel
66,Canoeists,2016,m,110,50,16,False,Ander Elosegi,Ander Elosegi,https://en.wikipedia.org/wiki/Ander_Elosegi
67,Canoeists,2016,m,24,5,3,False,Karim Elsayed,Karim Elsayed,https://en.wikipedia.org/wiki/Karim_Elsayed
68,Canoeists,2016,m,24,3,3,False,Vincent Farkaš,Vincent Farkaš,https://en.wikipedia.org/wiki/Vincent_Farka%C5%A1
69,Canoeists,2016,f,173,89,12,True,Krisztina Fazekas-Zur,Krisztina Fazekas-Zur,https://en.wikipedia.org/wiki/Krisztina_Fazekas-Zur
70,Canoeists,2016,m,28,6,3,False,David Fernandes,David Fernandes,https://en.wikipedia.org/wiki/David_Fernandes
71,Canoeists,2016,f,64,25,7,False,Aimee Fisher,Aimee Fisher,https://en.wikipedia.org/wiki/Aimee_Fisher
72,Canoeists,2016,m,29,8,4,False,Riley Fitzsimmons,Riley Fitzsimmons,https://en.wikipedia.org/wiki/Riley_Fitzsimmons
73,Canoeists,2016,f,408,37,7,False,Naomi Flood,Naomi Flood,https://en.wikipedia.org/wiki/Naomi_Flood
74,Canoeists,2016,m,853,188,53,False,David Florence,David Florence,https://en.wikipedia.org/wiki/David_Florence
75,Canoeists,2016,f,141,44,17,False,Émilie Fournel,Émilie Fournel,https://en.wikipedia.org/wiki/%C3%89milie_Fournel
76,Canoeists,2016,m,96,26,6,False,Hugues Fournel,Hugues Fournel,https://en.wikipedia.org/wiki/Hugues_Fournel
77,Canoeists,2016,f,1204,195,52,False,Jessica Fox (canoeist),Jessica Fox (canoeist),https://en.wikipedia.org/wiki/Jessica_Fox_(canoeist)
78,Canoeists,2016,f,54,16,3,False,Kathleen Fraser (kayaker),Kathleen Fraser (kayaker),https://en.wikipedia.org/wiki/Kathleen_Fraser_(kayaker)
79,Canoeists,2016,m,24,41,3,False,Martin Fuksa,Martin Fuksa,https://en.wikipedia.org/wiki/Martin_Fuksa
80,Canoeists,2016,m,75,23,10,False,Jorge García (kayaker),Jorge García (kayaker),https://en.wikipedia.org/wiki/Jorge_Garc%C3%ADa_(kayaker)
81,Canoeists,2016,m,197,55,16,False,Denis Gargaud Chanut,Denis Gargaud Chanut,https://en.wikipedia.org/wiki/Denis_Gargaud_Chanut
82,Canoeists,2016,f,20,3,2,False,Magdalena Garro,Magdalena Garro,https://en.wikipedia.org/wiki/Magdalena_Garro
83,Canoeists,2016,m,86,18,10,False,Vítězslav Gebas,Vítězslav Gebas,https://en.wikipedia.org/wiki/V%C3%ADt%C4%9Bzslav_Gebas
84,Canoeists,2016,m,112,32,11,False,Peter Gelle,Peter Gelle,https://en.wikipedia.org/wiki/Peter_Gelle
85,Canoeists,2016,m,29,14,4,False,Rodrigo Germade,Rodrigo Germade,https://en.wikipedia.org/wiki/Rodrigo_Germade
86,Canoeists,2016,m,83,19,3,True,Ilya Golendov,Ilya Golendov,https://en.wikipedia.org/wiki/Ilya_Golendov
87,Canoeists,2016,m,60,20,7,False,Jakub Grigar,Jakub Grigar,https://en.wikipedia.org/wiki/Jakub_Grigar
88,Canoeists,2016,m,272,45,23,False,Marcus Gross,Marcus Gross,https://en.wikipedia.org/wiki/Marcus_Gross
89,Canoeists,2016,m,34,24,4,False,Nebojša Grujić,Nebojša Grujić,https://en.wikipedia.org/wiki/Neboj%C5%A1a_Gruji%C4%87
90,Canoeists,2016,f,383,62,48,False,Louisa Gurski,Louisa Gurski,https://en.wikipedia.org/wiki/Louisa_Gurski
91,Canoeists,2016,f,98,15,11,False,Sarah Guyot,Sarah Guyot,https://en.wikipedia.org/wiki/Sarah_Guyot
92,Canoeists,2016,m,20,14,2,False,Jonatán Hajdu,Jonatán Hajdu,https://en.wikipedia.org/wiki/Jonat%C3%A1n_Hajdu
93,Canoeists,2016,m,127,45,15,False,Takuya Haneda,Takuya Haneda,https://en.wikipedia.org/wiki/Takuya_Haneda
94,Canoeists,2016,f,49,21,4,False,Angela Hannah,Angela Hannah,https://en.wikipedia.org/wiki/Angela_Hannah
95,Canoeists,2016,f,93,24,9,False,Henriette Engel Hansen,Henriette Engel Hansen,https://en.wikipedia.org/wiki/Henriette_Engel_Hansen
96,Canoeists,2016,f,177,61,15,False,Bridgitte Hartley,Bridgitte Hartley,https://en.wikipedia.org/wiki/Bridgitte_Hartley
97,Canoeists,2016,m,40,40,3,False,Daniel Havel,Daniel Havel,https://en.wikipedia.org/wiki/Daniel_Havel
98,Canoeists,2016,m,1523,222,35,True,Liam Heath,Liam Heath,https://en.wikipedia.org/wiki/Liam_Heath
99,Canoeists,2016,m,54,16,6,False,Grzegorz Hedwig,Grzegorz Hedwig,https://en.wikipedia.org/wiki/Grzegorz_Hedwig
100,Canoeists,2016,f,24,12,3,False,Sabrina Hering,Sabrina Hering,https://en.wikipedia.org/wiki/Sabrina_Hering
101,Canoeists,2016,m,48,20,5,False,Javier Hernanz,Javier Hernanz,https://en.wikipedia.org/wiki/Javier_Hernanz
102,Canoeists,2016,m,133,75,16,False,Max Hoff (canoeist),Max Hoff (canoeist),https://en.wikipedia.org/wiki/Max_Hoff_(canoeist)
103,Canoeists,2016,f,377,10,28,False,Maggie Hogan,Maggie Hogan,https://en.wikipedia.org/wiki/Maggie_Hogan
104,Canoeists,2016,f,116,22,12,True,Stefanie Horn,Stefanie Horn,https://en.wikipedia.org/wiki/Stefanie_Horn
105,Canoeists,2016,f,24,6,3,False,Manon Hostens,Manon Hostens,https://en.wikipedia.org/wiki/Manon_Hostens
106,Canoeists,2016,m,21,9,3,False,Khaled Houcine,Khaled Houcine,https://en.wikipedia.org/wiki/Khaled_Houcine
107,Canoeists,2016,m,225,86,23,False,Richard Hounslow,Richard Hounslow,https://en.wikipedia.org/wiki/Richard_Hounslow
108,Canoeists,2016,f,36,10,5,False,Inna Hryshchun,Inna Hryshchun,https://en.wikipedia.org/wiki/Inna_Hryshchun
109,Canoeists,2016,m,39,29,3,False,Étienne Hubert (canoeist),Étienne Hubert (canoeist),https://en.wikipedia.org/wiki/%C3%89tienne_Hubert_(canoeist)
110,Canoeists,2016,m,70,3,3,False,Tibor Hufnágel,Tibor Hufnágel,https://en.wikipedia.org/wiki/Tibor_Hufn%C3%A1gel
111,Canoeists,2016,m,113,41,14,False,Arnaud Hybois,Arnaud Hybois,https://en.wikipedia.org/wiki/Arnaud_Hybois
112,Canoeists,2016,m,76,18,8,False,Dmytro Ianchuk,Dmytro Ianchuk,https://en.wikipedia.org/wiki/Dmytro_Ianchuk
113,Canoeists,2016,m,18,5,1,False,Dagnis Iļjins,Dagnis Iļjins,https://en.wikipedia.org/wiki/Dagnis_I%C4%BCjins
114,Canoeists,2016,f,65,24,8,False,Kayla Imrie,Kayla Imrie,https://en.wikipedia.org/wiki/Kayla_Imrie
115,Canoeists,2016,f,24,6,3,False,Léa Jamelot,Léa Jamelot,https://en.wikipedia.org/wiki/L%C3%A9a_Jamelot
116,Canoeists,2016,f,33,12,4,False,Hind Jamili,Hind Jamili,https://en.wikipedia.org/wiki/Hind_Jamili
117,Canoeists,2016,f,43,18,4,False,Karin Johansson,Karin Johansson,https://en.wikipedia.org/wiki/Karin_Johansson
118,Canoeists,2016,f,289,62,18,False,Luuka Jones,Luuka Jones,https://en.wikipedia.org/wiki/Luuka_Jones
119,Canoeists,2016,m,530,68,25,False,Mark de Jonge,Mark de Jonge,https://en.wikipedia.org/wiki/Mark_de_Jonge
120,Canoeists,2016,m,42,3,2,False,Fernando Jorge,Fernando Jorge,https://en.wikipedia.org/wiki/Fernando_Jorge
